Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Block_Name,School_Management_Id,School_Management_Name,School_Category_Id,School_Category_Name,Academic_Qualification_Id,Academic_Qualification_Name,Professional_Qualification_Id,Professional_Qualification_Name,Only_Pre_Primary_Male,Only_Pre_Primary_Female,Pre_Primary_and_Primary_Male,Pre_Primary_and_Primary_Female,Only_Primary_Male,Only_Primary_Female,Primary_and_Upperprimary_Male,Primary_and_Upperprimary_Female,Only_Upperprimary_Male,Only_Upperprimary_Female,Upperprimary_and_Secondary_Male,Upperprimary_and_Secondary_Female,Only_Secondary_Male,Only_Secondary_Female,Secondary_and_Highersecondary_Male,Secondary_and_Highersecondary_Female,Only_Highersecondary_Male,Only_Highersecondary_Female,Total_Teacher,Total_Male,Total_Female
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),4,Graduate,6,None,0,0,0,0,1,0,0,0,17,2,0,0,12,3,0,0,0,0,35,30,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),4,Graduate,6,None,0,0,0,0,3,1,0,0,9,1,0,0,15,6,0,0,0,0,35,27,8
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),4,Graduate,6,None,0,0,0,0,1,0,0,0,11,2,0,0,11,1,0,0,0,0,26,23,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,6,SS (I-X),4,Graduate,6,None,0,0,0,0,1,0,0,0,9,6,0,0,16,2,0,0,0,0,34,26,8
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,7,Diploma/degree in special education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),4,Graduate,7,Diploma/degree in special education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),4,Graduate,7,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),4,Graduate,7,Diploma/degree in special education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,8,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,2,UPS (I-VIII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,2,UPS (I-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,2,UPS (I-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,2,UPS (I-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,5,0,12,11,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,1,14,12,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,10,6,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,6,3,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,20,10,45,24,21
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,1,0,0,0,1,1,1,4,0,0,9,14,31,12,19
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,7,3,23,12,11
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,14,15,35,16,19
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,26,25,57,28,29
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,9,7,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,5,0,12,6,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,20,14,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,2,0,0,0,0,1,0,0,10,3,0,0,0,0,16,12,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,6,SS (I-X),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,12,11,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,2,0,0,1,12,8,0,0,0,0,23,14,9
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,3,10,0,0,0,0,14,3,11
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,1,0,0,0,0,0,0,4,10,0,0,0,0,15,4,11
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,6,SS (I-X),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,6,5,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,5,HSS (VI-XII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),5,Post graduate,5,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,13,12,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,4,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,8,22,13,9
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,18,47,29,18
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,5,HSS (VI-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,5,HSS (VI-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,5,HSS (VI-XII),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,3,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),5,Post graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,1,PS (I-V),5,Post graduate,6,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,2,UPS (I-VIII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,2,UPS (I-VIII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),5,Post graduate,6,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,10,9,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,2,18,16,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,1,0,0,0,1,1,0,0,3,3,0,1,5,2,17,10,7
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,5,29,24,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,4,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,10,5,20,15,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,8,7,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),5,Post graduate,6,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,6,3,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,5,HSS (VI-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,6,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,5,HSS (VI-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,5,HSS (VI-XII),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,8,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,1,1,0,0,9,1,0,0,0,0,12,10,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,6,SS (I-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,6,5,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,6,SS (I-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,7,5,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),5,Post graduate,8,Pursuing any relevant professional course,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,1,PS (I-V),1,Below Secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,1,PS (I-V),1,Below Secondary,5,Others,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,2,UPS (I-VIII),1,Below Secondary,5,Others,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,12,Department of Education,1,PS (I-V),2,Secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,12,Department of Education,1,PS (I-V),1,Below Secondary,6,None,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,1,PS (I-V),1,Below Secondary,6,None,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,39,35,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,12,Department of Education,1,PS (I-V),1,Below Secondary,6,None,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,12,Department of Education,1,PS (I-V),1,Below Secondary,6,None,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,12,Department of Education,2,UPS (I-VIII),1,Below Secondary,6,None,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,2,UPS (I-VIII),1,Below Secondary,6,None,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,12,Department of Education,2,UPS (I-VIII),1,Below Secondary,6,None,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,1,PS (I-V),2,Secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,12,Department of Education,1,PS (I-V),2,Secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,12,Department of Education,1,PS (I-V),2,Secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,12,Department of Education,1,PS (I-V),2,Secondary,5,Others,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,12,Department of Education,1,PS (I-V),2,Secondary,5,Others,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,1,PS (I-V),2,Secondary,5,Others,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,12,Department of Education,1,PS (I-V),2,Secondary,5,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,12,Department of Education,1,PS (I-V),2,Secondary,5,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,2,UPS (I-VIII),2,Secondary,5,Others,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,12,Department of Education,2,UPS (I-VIII),2,Secondary,5,Others,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,12,Department of Education,2,UPS (I-VIII),2,Secondary,5,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,12,Department of Education,1,PS (I-V),2,Secondary,6,None,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,29,23,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,12,Department of Education,1,PS (I-V),2,Secondary,6,None,0,0,0,0,43,6,0,0,0,0,0,0,0,0,0,0,0,0,49,43,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,12,Department of Education,1,PS (I-V),2,Secondary,6,None,0,0,0,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,41,35,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,12,Department of Education,1,PS (I-V),2,Secondary,6,None,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,27,21,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,12,Department of Education,1,PS (I-V),2,Secondary,6,None,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
